sofifa_id,nationality_name,international_reputation,nation_jersey_number
230214,Brazil,1,
230306,Spain,1,
230455,Brazil,1,
230458,Brazil,1,
230471,Brazil,1,
230509,Brazil,1,
230511,Brazil,1,
230607,Germany,1,
230676,Italy,1,
230819,Republic of Ireland,1,
230836,Norway,1,
230888,Australia,1,
231090,Venezuela,1,
231107,England,1,
231109,France,1,
231199,England,1,
231222,Argentina,1,
231241,Norway,1,
231258,Argentina,1,
231307,France,1,
231322,Belgium,1,
231402,England,1,
231455,Chile,1,
231500,Sweden,1,
231514,Sweden,1,
231550,Ecuador,1,
231575,Bolivia,1,
231597,Venezuela,1,
231650,Switzerland,1,
231678,Australia,1,
231713,Colombia,1,
231720,France,1,
231728,Romania,1,
231885,Japan,1,
231897,United States,1,
231947,Korea Republic,1,
231948,United States,1,
232076,Venezuela,1,
232194,Chile,1,
232203,Germany,1,
232308,Serbia,1,
232343,Argentina,1,
232372,Japan,1,
232379,Japan,1,
232397,Uruguay,1,
232412,Gambia,1,
232424,Brazil,1,
232465,Japan,1,
232518,Switzerland,1,
232519,Scotland,1,
232520,England,1,
232540,Japan,1,
232550,Ukraine,1,
232614,Japan,1,
232617,Japan,1,
232657,Armenia,1,
232668,Scotland,1,
232697,Argentina,1,
232741,Japan,1,
232748,Japan,1,
232790,Japan,1,
232843,Austria,1,
232872,Brazil,1,
232874,Japan,1,
232897,Japan,1,
232908,Japan,1,
232928,Japan,1,
232966,Japan,1,
233018,Korea Republic,1,
233043,Colombia,1,
233047,England,1,
233121,Côte d'Ivoire,1,
233173,Japan,1,
233227,Papua New Guinea,1,
233254,Japan,1,
233369,Argentina,1,
233378,Republic of Ireland,1,
233514,Israel,1,
233581,Korea Republic,1,
233655,Northern Ireland,1,
233735,Belgium,1,
233878,Romania,1,
234163,Germany,1,
234167,Belgium,1,
234281,Bosnia and Herzegovina,1,
234290,Finland,1,
234291,Finland,1,5.0
234293,Japan,1,
234294,Finland,1,
234296,Finland,1,
234358,Sweden,1,
234372,Bolivia,1,
234382,Germany,1,
234418,Germany,1,
234501,Denmark,1,
234513,France,1,
234521,Denmark,1,
234636,Serbia,1,
234650,Austria,1,
234651,Austria,1,
234669,Serbia,1,
234726,Panama,1,
234784,Spain,1,
234799,France,1,
234816,Argentina,1,
234836,Germany,1,
234846,Germany,1,
235005,Georgia,1,
235014,England,1,
235018,Germany,1,
235049,Argentina,1,
235059,England,1,
235108,Brazil,1,
235141,Germany,1,
235267,England,1,
235303,Poland,1,
235347,England,1,
235442,South Africa,1,
235520,Spain,1,
235572,England,1,
235590,Mexico,1,
235633,France,1,
235807,England,1,
235820,Austria,1,
235860,New Zealand,1,23.0
235906,Norway,1,
235949,Brazil,1,
235995,Austria,1,
236010,Slovakia,1,
236028,Spain,1,
236174,Brazil,1,
236248,Wales,1,
236270,Ecuador,1,
236279,Guinea,1,
236281,Argentina,1,
236315,England,1,
236551,England,1,
236615,Belgium,1,
236627,Germany,1,
236629,Côte d'Ivoire,1,
236637,England,1,
236667,Argentina,1,
236750,Norway,1,
236783,Denmark,1,
236831,Germany,1,
236875,Denmark,1,
236890,Australia,1,
236903,Canada,1,
236923,England,1,
236940,Spain,1,
236989,United States,1,
237023,France,1,
237116,United States,1,
237169,England,1,
237217,Denmark,1,
237226,Philippines,1,
237310,England,1,
237332,England,1,
237335,Cyprus,1,
237347,Comoros,1,
237368,France,1,
237371,Sweden,1,
237385,United States,1,
237393,Belgium,1,
237420,Switzerland,1,
237535,Japan,1,
237575,Argentina,1,
237592,Austria,1,
237695,Mexico,1,
237718,France,1,
237721,Saudi Arabia,1,
237757,Japan,1,
237794,Japan,1,
237799,Japan,1,
237809,England,1,
237867,Austria,1,
237913,Japan,1,
237964,Gambia,1,
237988,Japan,1,
238043,Saudi Arabia,1,
238186,Poland,1,
238235,Norway,1,
238263,Norway,1,
238329,Argentina,1,
238345,Japan,1,
238450,England,1,
238519,Saudi Arabia,1,
238784,Germany,1,
238793,Germany,1,
238925,Germany,1,
238938,Germany,1,
238963,Germany,1,
239119,England,1,
239125,Norway,1,
239210,Cameroon,1,
239259,Belgium,1,
239316,Brazil,1,
239353,Netherlands,1,
239365,Romania,1,
239492,Germany,1,
239523,Germany,1,
239568,Bosnia and Herzegovina,1,
239606,Germany,1,
239627,Slovakia,1,
239690,Germany,1,
239721,Argentina,1,
239739,Mexico,1,
239740,Gambia,1,
239892,Turkey,1,
239928,Germany,1,
239952,Hungary,1,3.0
239981,Germany,1,
239999,Portugal,1,
240067,France,1,
240068,Saudi Arabia,1,
240119,Poland,1,
240212,Montenegro,1,
240312,Burkina Faso,1,
240319,Germany,1,
240331,Guinea Bissau,1,
240363,Russia,1,
240446,Jamaica,1,
240448,Argentina,1,
240451,Germany,1,
240500,England,1,
240511,Belgium,1,
240528,Benin,1,
240563,Greece,1,
240585,Wales,1,
240595,England,1,
240603,Republic of Ireland,1,
240728,Cameroon,1,
240912,Scotland,1,
240941,France,1,
240974,Denmark,1,
241007,France,1,
241034,England,1,
241040,England,1,
241044,Argentina,1,
241058,Scotland,1,
241076,Germany,1,
241139,Denmark,1,
241190,Germany,1,
241206,Japan,1,
241269,Denmark,1,
241436,England,1,
241479,Spain,1,
241485,China PR,1,
241540,Netherlands,1,
241587,Saudi Arabia,1,
241659,Nigeria,1,
241741,Morocco,1,
241884,Japan,1,
241890,Romania,1,
241924,Austria,1,
241938,Saudi Arabia,1,
241946,Burkina Faso,1,
241973,Spain,1,
242023,South Africa,1,
242068,Germany,1,
242073,Argentina,1,
242090,Norway,1,
242092,Sweden,1,
242279,Spain,1,
242289,Northern Ireland,1,
242362,Argentina,1,
242369,Spain,1,
242386,Austria,1,
242500,Romania,1,
242512,Poland,1,
242513,Romania,1,
242528,Netherlands,1,
242568,Japan,1,
242612,Zambia,1,
242623,Norway,1,
242640,Norway,1,
242643,Canada,1,
242648,El Salvador,1,
242686,Netherlands,1,
242722,Venezuela,1,
242744,Nigeria,1,
242751,England,1,
242800,England,1,
242840,Australia,1,
242841,England,1,
242856,Mexico,1,
242914,Japan,1,
242915,Poland,1,
242919,Turkey,1,
243009,Canada,1,4.0
243041,Germany,1,
243044,Nigeria,1,
243080,Spain,1,
243155,Spain,1,
243180,Japan,1,
243241,Italy,1,
243252,England,1,
243254,Sweden,1,
243276,England,1,
243353,England,1,
243354,Germany,1,
243364,Japan,1,
243398,Germany,1,
243431,Spain,1,
243456,United States,1,
243459,United States,1,
243523,Japan,1,
243572,Uruguay,1,
243604,Spain,1,
243622,Saint Kitts and Nevis,1,
243650,Portugal,1,
243698,Austria,1,
243702,England,1,
243721,Australia,1,
243773,Germany,1,
243807,Scotland,1,
243963,Scotland,1,
244020,Portugal,1,
244024,Germany,1,
244028,Germany,1,
244097,Germany,1,
244114,France,1,
244133,Germany,1,
244162,Serbia,1,
244194,Austria,1,
244201,Wales,1,
244235,Nigeria,1,
244277,England,1,
244284,France,1,
244348,Mexico,1,
244398,France,1,
244421,Serbia,1,
244435,Austria,1,
244438,Mali,1,
244460,France,1,
244489,Germany,1,
244509,Poland,1,
244521,Turkey,1,
244537,Iran,1,
244538,Austria,1,
244626,Sierra Leone,1,
244655,Northern Ireland,1,18.0
244676,Netherlands,1,
244703,Turkey,1,
244743,Mexico,1,
244755,Poland,1,
244757,Argentina,1,
244798,Korea Republic,1,
244801,Japan,1,
244810,Austria,1,
244837,Korea Republic,1,
244919,Spain,1,
244921,Spain,1,
244945,Argentina,1,
244946,Paraguay,1,
245023,Serbia,1,
245035,France,1,
245061,Argentina,1,
245351,Argentina,1,
245364,France,1,
245400,Korea Republic,1,
245566,Italy,1,
245637,France,1,
245653,Australia,1,
245691,Argentina,1,
245719,Germany,1,
245758,Brazil,1,
245770,Romania,1,
245865,France,1,
245997,Colombia,1,
246005,Australia,1,
246047,Colombia,1,
246112,France,1,
246175,Germany,1,
246190,Russia,1,
246230,France,1,
246231,Netherlands,1,
246265,Brazil,1,
246289,Mexico,1,
246324,Japan,1,
246341,Japan,1,
246407,Bolivia,1,
246415,Belgium,1,
246434,Sweden,1,
246547,Argentina,1,
246548,Norway,1,
246563,Romania,1,
246683,France,1,
246691,Japan,1,
246763,Netherlands,1,
246834,Portugal,1,
246909,Japan,1,
246910,Argentina,1,
247014,United States,1,
247061,United Arab Emirates,1,
247122,Ukraine,1,
247187,Brazil,1,
247216,Japan,1,
247249,Netherlands,1,
247268,Japan,1,
247320,Sweden,1,
247351,Poland,1,
247411,Spain,1,
247414,Brazil,1,
247509,United States,1,
247519,Switzerland,1,
247582,United States,1,
247601,England,1,
247721,Germany,1,
247758,France,1,
247883,Bolivia,1,
247904,Romania,1,
247910,Romania,1,
247911,Romania,1,
247963,Romania,1,
247976,Romania,1,
248000,Romania,1,
248007,Romania,1,
248023,Romania,1,
248035,Romania,1,
248040,Romania,1,17.0
248056,Romania,1,
248071,Moldova,1,
248097,Romania,1,
248099,Romania,1,
248112,Romania,1,
248213,Russia,1,
248245,Norway,1,
248351,Ghana,1,
248434,Germany,1,
248507,Netherlands,1,
248588,Romania,1,
248765,Germany,1,
248810,Japan,1,
248860,Bolivia,1,
248861,Bolivia,1,
250882,Spain,1,
250893,Netherlands,1,
250976,Togo,1,
251032,France,1,
251041,Romania,1,
251068,Romania,1,
251076,Romania,1,
251086,Romania,1,
251189,Belgium,1,
251198,England,1,
251223,United States,1,
251281,Germany,1,
251288,Croatia,1,
251289,Germany,1,
251291,China PR,1,
251336,Gambia,1,
251356,Denmark,1,
251399,Zambia,1,
251446,Albania,1,
251456,Belgium,1,
251486,Portugal,1,
251497,Mali,1,
251558,Belgium,1,
251565,Netherlands,1,
251572,France,1,
251633,Poland,1,
251635,Romania,1,
251669,Portugal,1,
251686,Argentina,1,
251762,Italy,1,
251770,Romania,1,
251846,Romania,1,
251880,Romania,1,
251913,Romania,1,
251974,France,1,
252008,Mexico,1,
252030,Kosovo,1,
252073,Germany,1,
252183,France,1,
252192,Argentina,1,
252325,Spain,1,
252326,Uruguay,1,
252358,France,1,
252490,Japan,1,
252527,Switzerland,1,
252573,Serbia,1,
252799,Turkey,1,
252807,Turkey,1,
252859,United States,1,
252870,Turkey,1,
252910,Netherlands,1,
252929,Spain,1,
252964,Italy,1,
253034,England,1,
253053,France,1,
253090,Bulgaria,1,
253093,Bulgaria,1,
253105,Portugal,1,
253129,Argentina,1,
253135,Argentina,1,
253276,Uruguay,1,
253292,Uruguay,1,
253346,Ecuador,1,
253348,Ecuador,1,
253396,Argentina,1,
253407,England,1,
253409,South Africa,1,
253472,Sweden,1,
253522,Bolivia,1,
253527,Peru,1,
253538,Bolivia,1,
253568,Ecuador,1,
253593,Peru,1,
253614,Peru,1,
253615,Peru,1,
253715,Argentina,1,
253772,Peru,1,
253809,Uruguay,1,
253842,Venezuela,1,
253844,Venezuela,1,
253846,Uruguay,1,
253856,Venezuela,1,
253858,Venezuela,1,
253892,Uruguay,1,
253902,Peru,1,
253927,Venezuela,1,
253928,Venezuela,1,
253952,Argentina,1,
253983,Croatia,1,
253990,Bolivia,1,
254003,Spain,1,
254029,Ecuador,1,
254176,Peru,1,
254204,Peru,1,
254212,Peru,1,
254268,Netherlands,1,
254327,England,1,
254372,Peru,1,
254427,Bolivia,1,
254443,Bolivia,1,
254444,Bolivia,1,
254565,Argentina,1,
254583,Spain,1,
254604,Venezuela,1,
254626,Uruguay,1,
254707,Paraguay,1,
254711,Paraguay,1,
254719,Paraguay,1,
254732,Paraguay,1,
254741,Paraguay,1,
254877,Japan,1,
254879,Japan,1,
254897,Japan,1,
254899,Kenya,1,
254902,Japan,1,
254912,United States,1,
254951,Argentina,1,
254954,Paraguay,1,
254986,Ecuador,1,
254994,Finland,1,
255015,France,1,
255036,Germany,1,
255047,Paraguay,1,
255140,Spain,1,
255210,Tunisia,1,
255218,Mexico,1,
255241,Belgium,1,
255273,United States,1,
255310,Ghana,1,
255313,Netherlands,1,
255406,Spain,1,
255432,Bolivia,1,
255448,Albania,1,
255471,Brazil,1,
255591,Japan,1,
255592,Japan,1,
255754,Brazil,1,
255781,Spain,1,
255798,Bolivia,1,
255830,Japan,1,
255838,Poland,1,
255854,Spain,1,
255860,Spain,1,
255971,Argentina,1,
256097,Spain,1,
256118,Germany,1,
256307,Belgium,1,
256326,Sweden,1,
256408,Argentina,1,
256459,Norway,1,
256502,Argentina,1,
256545,Austria,1,
256731,France,1,
256883,Angola,1,
256912,Argentina,1,
257007,Germany,1,
257121,France,1,
257154,Argentina,1,
257185,Argentina,1,
257188,Brazil,1,
257228,Austria,1,
257303,Netherlands,1,
257319,France,1,
257332,Germany,1,
257431,Japan,1,
257470,Sweden,1,
257483,Germany,1,
257484,Netherlands,1,
257502,Netherlands,1,
257621,Poland,1,
257645,Poland,1,
257649,Poland,1,
257727,Romania,1,
257878,Slovakia,1,
258040,Greece,1,
258092,Netherlands,1,
258093,Netherlands,1,
258095,Argentina,1,
258121,Nigeria,1,
258173,Poland,1,
258210,Uruguay,1,
258286,Ecuador,1,
258289,Argentina,1,
258412,Switzerland,1,
258452,Hungary,1,11.0
258466,Spain,1,
258498,Netherlands,1,
258510,Austria,1,
258534,Spain,1,
258536,Spain,1,
258603,Argentina,1,
258692,Germany,1,
258768,Spain,1,
258770,Spain,1,
258777,Turkey,1,
258783,Brazil,1,
258819,Uruguay,1,
258824,Netherlands,1,
258889,Brazil,1,
258923,Spain,1,
259043,Belgium,1,
259054,Portugal,1,
259067,Portugal,1,
259087,Turkey,1,
259088,Algeria,1,
259139,Portugal,1,
259164,Turkey,1,
259281,South Africa,1,
259296,Uruguay,1,
259504,Argentina,1,
259570,Argentina,1,
259584,Italy,1,
259704,Paraguay,1,
259769,Peru,1,
259797,Bolivia,1,
259818,Peru,1,
259848,Venezuela,1,
259850,Venezuela,1,
259881,Uruguay,1,
259903,Ecuador,1,
259905,Ecuador,1,
259937,Peru,1,
259941,Peru,1,
260086,Spain,1,
260089,Venezuela,1,
260090,Venezuela,1,
260184,Japan,1,
260188,Japan,1,
260267,Bolivia,1,
260282,Japan,1,
260295,Morocco,1,
260325,Japan,1,
260417,Mexico,1,
260513,Argentina,1,
260543,Israel,1,
260622,Panama,1,
260658,France,1,
260952,Norway,1,
261016,Argentina,1,
261072,Argentina,1,
261081,Argentina,1,
261152,Argentina,1,
261160,Argentina,1,
261161,Argentina,1,
261172,Argentina,1,
261208,Slovakia,1,
261249,France,1,
261561,Peru,1,
261637,Uruguay,1,
261648,Venezuela,1,
261652,Netherlands,1,
262138,France,1,
262158,France,1,
262165,Morocco,1,
262267,Netherlands,1,
262286,Uruguay,1,
262303,Spain,1,
262333,Sierra Leone,1,
262334,Netherlands,1,
262343,France,1,
262348,France,1,
262376,Brazil,1,
262384,Austria,1,
262428,Ghana,1,
262442,Romania,1,
262443,Romania,1,
262474,Netherlands,1,
262510,Spain,1,
262513,Spain,1,
262584,Croatia,1,
262587,Croatia,1,
262619,Turkey,1,
262622,Senegal,1,
262699,Poland,1,
262858,Costa Rica,1,
262859,England,1,
263005,Serbia,1,
263028,Switzerland,1,
263034,Azerbaijan,1,
263099,Netherlands,1,
263180,Israel,1,
263255,Netherlands,1,
263290,Russia,1,
263366,Senegal,1,
263396,Spain,1,
263434,Argentina,1,
263493,Serbia,1,
263518,Argentina,1,
263582,England,1,
263633,Israel,1,
263791,Brazil,1,
263804,Ukraine,1,
263808,Turkey,1,
263952,Serbia,1,
263991,Brazil,1,
264022,Portugal,1,
264424,Croatia,1,
264446,Slovakia,1,
264457,Panama,1,
264595,Colombia,1,
264639,Brazil,1,
19541,England,1,
50632,England,1,
51694,Norway,1,
52326,Switzerland,1,
118646,England,1,
118794,England,1,
122040,Turkey,1,
122066,Germany,1,
144050,Kosovo,2,
146188,Spain,1,
148365,Romania,1,
152107,Austria,1,
155266,Ethiopia,1,
155886,Republic of Ireland,1,
156438,Austria,1,
156894,England,1,
162053,England,1,
162891,England,1,
162993,England,1,
163303,Republic of Ireland,2,
163990,Zambia,1,
164855,Wales,1,
165894,Korea Republic,1,
166841,Wales,1,
166851,Iceland,1,14.0
166853,England,1,
167925,Republic of Ireland,1,
167926,Jamaica,1,
169539,England,1,
169938,Portugal,1,
170785,Switzerland,1,
171033,Denmark,1,
172561,Denmark,1,
172780,England,1,
172952,France,1,
173614,England,1,
173654,Scotland,1,
173673,Republic of Ireland,1,
173695,Scotland,1,
173752,Wales,1,2.0
176357,England,1,
176384,Poland,1,
176922,Argentina,1,
177404,Germany,1,
177508,Germany,1,
177515,Albania,1,
177912,Norway,1,
178022,Turkey,1,
178379,United States,1,
179537,Norway,1,
179573,Norway,1,
179685,United States,1,
180593,Spain,1,
180717,Australia,1,
180740,Australia,1,
182023,China PR,1,
182160,Norway,1,
182228,Belgium,1,
182427,China PR,1,
183347,Canada,1,23.0
183945,Norway,1,
183997,China PR,2,
184013,England,1,
184077,Norway,1,
184433,Slovakia,1,
184471,Republic of Ireland,1,
184763,France,1,
184851,Argentina,1,
184878,Norway,1,
185109,Poland,1,
185173,Hungary,1,
185256,Australia,1,
186331,Czech Republic,1,
186514,Mexico,1,
187818,Poland,1,
188586,Germany,1,
188872,Germany,1,
189278,England,1,
189331,England,1,
189387,Germany,1,
189492,England,1,
189910,England,1,
189955,Sweden,1,
190122,Scotland,1,
190140,Republic of Ireland,1,
190178,Norway,1,
190275,Spain,1,
190425,Norway,1,
190528,Poland,1,
190644,Japan,1,
190665,England,1,
190995,Australia,1,
191157,Guinea,1,
191235,Germany,1,
191552,Japan,1,
191657,Korea Republic,1,
191673,Korea Republic,1,
192070,Sweden,1,
192125,Sweden,1,
192540,England,1,
192572,Australia,1,
192937,Andorra,1,
193113,Germany,1,
193123,Wales,1,
193166,Mexico,1,
193443,Netherlands,1,
193627,Scotland,1,
193746,Turkey,1,
193771,England,1,
193875,Australia,1,
194122,Northern Ireland,1,
194248,Korea DPR,1,
194617,Chinese Taipei,1,
194678,England,1,
195036,England,1,
195396,Germany,1,
196871,Venezuela,1,
196887,Bolivia,1,
196940,England,1,
197945,England,1,
197990,England,1,
198132,France,1,
198153,Wales,1,
198497,Republic of Ireland,1,
198704,England,1,
198748,Uruguay,1,
199080,Sweden,1,
199146,Scotland,1,
199234,Austria,1,
199508,Serbia,1,
199627,England,1,
199647,Poland,1,
199916,England,1,
200134,Republic of Ireland,1,
200196,Paraguay,1,
200292,England,1,
200369,Norway,1,
200742,England,1,
201094,England,1,
201873,United States,1,
201925,Germany,1,
202292,Korea Republic,1,
202534,Norway,1,
202866,Uruguay,1,
202974,Korea Republic,1,
203264,England,1,
203287,Wales,1,
203542,Germany,1,
203849,United States,1,
204017,Denmark,1,
204282,Scotland,1,
204297,Republic of Ireland,1,
204420,Germany,1,
204492,Germany,1,
204554,England,1,
204644,Sweden,1,
204666,Venezuela,1,
204730,Denmark,1,
204773,Algeria,1,
204920,Poland,1,
205049,Australia,1,
205378,France,1,
205388,Côte d'Ivoire,1,
205533,Denmark,1,
205863,France,1,
205973,Senegal,1,
206170,England,1,
206243,France,1,
206379,Iceland,1,1.0
206412,Ukraine,1,
206535,England,1,
206554,England,1,
206562,Wales,1,
206635,United States,1,
207427,United States,1,
207429,England,1,
207639,Republic of Ireland,1,
207716,Saudi Arabia,1,
207836,Korea Republic,1,
207858,United States,1,
207904,Poland,1,
207905,Poland,1,
208009,France,1,
208129,Hungary,1,
208294,Guinea Bissau,1,
208297,Norway,1,
208577,Norway,1,
208589,Germany,1,
208637,Germany,1,
208645,England,1,
208776,Germany,1,
208885,France,1,
208999,England,1,
209193,Germany,1,
209369,Jamaica,1,
209644,France,1,
209675,Saint Lucia,1,
209852,Zimbabwe,1,
209886,Australia,1,
209890,Gabon,1,
210147,Saudi Arabia,1,
210192,Saudi Arabia,1,
210217,Australia,1,
210341,Switzerland,1,
210367,England,1,
210474,Austria,1,
210492,Saudi Arabia,1,
210498,Saudi Arabia,1,
210676,Italy,1,
210700,Saudi Arabia,1,
210898,Saudi Arabia,1,
210970,Ghana,1,
211006,Saudi Arabia,1,
211141,Saudi Arabia,1,
211143,England,1,
211144,Scotland,1,
211234,France,1,
211238,Côte d'Ivoire,1,
211271,Argentina,1,
211536,Scotland,1,
211732,Germany,1,
211820,Ghana,1,
211833,Germany,1,
211978,Republic of Ireland,1,
212022,Ecuador,1,
212039,Saudi Arabia,1,
212041,Norway,1,
212398,Poland,1,
212540,United States,1,
212574,Korea Republic,1,
212683,Jamaica,1,
212736,Poland,1,
212753,Australia,1,
212803,England,1,
212807,United States,1,
212923,Australia,1,
212978,Denmark,1,
213021,Guinea,1,
213120,Republic of Ireland,1,
213127,England,1,
213172,Korea Republic,1,
213181,Korea Republic,1,
213280,Australia,1,
213413,Chile,1,
213428,United States,1,
213543,Denmark,1,
213665,England,1,
213823,Chile,1,
213856,Poland,1,
213954,Russia,1,
213969,England,1,
214308,Chile,1,
214641,England,1,
214840,Chile,1,
215052,Argentina,1,
215211,England,1,
215234,Argentina,1,
215301,England,1,
215302,Belgium,1,
215401,Switzerland,1,
215419,Scotland,1,
215593,Poland,1,
215594,Romania,1,
215786,France,1,
216023,Chile,1,
216154,Australia,1,
216183,Germany,1,
216251,Netherlands,1,
216273,Finland,1,
216453,Wales,1,
216461,Spain,1,
216508,Germany,1,
216540,Sweden,1,
216698,Argentina,1,
216709,Croatia,1,
216836,Spain,1,
217140,England,1,
217160,China PR,1,
217332,Cameroon,1,
218467,Paraguay,1,
218633,Poland,1,
218863,Luxembourg,1,
219449,Montenegro,1,
219551,Republic of Ireland,1,
219845,Argentina,1,
220127,Portugal,1,
220143,Slovakia,1,
220385,Spain,1,
220422,Saudi Arabia,1,
220532,Ukraine,1,
220558,Germany,1,
220579,France,1,
220605,Colombia,1,
220742,Bosnia and Herzegovina,1,
220894,Wales,1,
220964,Norway,1,
221141,Sierra Leone,1,
221270,France,1,
221477,Korea Republic,1,
221498,Saudi Arabia,1,
221651,Korea Republic,1,
221656,United States,1,
221789,Korea Republic,1,
221850,China PR,1,
221859,Korea Republic,1,
221864,China PR,1,
221961,Colombia,1,
221976,China PR,1,
221989,Kosovo,1,
222052,Korea Republic,1,
222197,China PR,1,
222221,Romania,1,
222229,Korea Republic,1,
222236,China PR,1,
222256,England,1,
222337,Korea Republic,1,
222379,United States,1,
222380,Mexico,1,
222405,Republic of Ireland,1,
222435,China PR,1,
222466,Spain,1,
222477,England,1,
222574,Japan,1,
222639,Argentina,1,
222829,Germany,1,
222848,Wales,1,
223004,England,1,
223044,Turkey,1,
223073,England,1,
223080,England,1,
223095,Spain,1,
223151,Switzerland,1,
223186,Denmark,1,
223265,Scotland,1,
223306,Poland,1,
223369,Germany,1,
223381,England,1,
223501,Argentina,1,
223506,France,1,
223599,England,1,
223670,Austria,1,
223731,Poland,1,
223810,England,1,
223868,Austria,1,
223933,Sweden,1,
223969,Scotland,1,
224130,England,1,
224297,Australia,1,
224418,Iceland,1,
224447,Wales,1,
224515,Denmark,1,
224518,Turkey,1,
224543,Poland,1,
224669,China PR,1,19.0
224777,France,1,
224793,Norway,1,
224798,United States,1,
224870,England,1,
225019,Mexico,1,
225128,Italy,1,
225133,Denmark,1,
225213,India,1,
225279,Scotland,1,
225337,Gabon,1,
225376,Romania,1,
225509,Wales,1,
225561,Germany,1,
225694,England,1,
225730,Germany,1,
225735,Germany,1,
225858,Argentina,1,
225864,Germany,1,
225867,Nigeria,1,
225876,Paraguay,1,
225910,Paraguay,1,
226040,Bolivia,1,
226041,Bolivia,1,
226084,Scotland,1,
226114,Serbia,1,
226116,Republic of Ireland,1,
226127,France,1,
226139,Jordan,1,
226197,China PR,1,
226206,Spain,1,
226261,England,1,
226447,Argentina,1,
226459,Uruguay,1,
226540,Sweden,1,
226633,Sweden,1,
226651,Korea Republic,1,
226654,Sweden,1,
226714,England,1,
226716,Mexico,1,
226801,United States,1,
227148,Argentina,1,
227446,Netherlands,1,
227498,England,1,
227764,England,1,
227837,Sweden,1,
227909,United States,1,
227947,Scotland,1,
227953,Scotland,1,
228091,Norway,1,
228153,England,1,
228207,South Africa,1,
228261,Finland,1,
228305,Brazil,1,
228363,Netherlands,1,
228376,England,1,
228431,France,1,
228464,Korea Republic,1,
228519,Norway,1,
228638,England,1,
228685,England,1,
228744,Colombia,1,
228834,Norway,1,
228845,Norway,1,
228870,Netherlands,1,
228928,Scotland,1,
229019,Germany,1,
229036,Denmark,1,
229052,Turkey,1,
229123,Wales,1,
229161,Bolivia,1,
229225,Poland,1,
229504,Denmark,1,
229724,Denmark,1,
229743,Italy,1,
229756,Germany,1,
229771,Republic of Ireland,1,
229865,Spain,1,
229981,Poland,1,
230126,England,1,
230140,Cameroon,1,
230236,Brazil,1,
230303,Brazil,1,
230403,Brazil,1,
230412,Brazil,1,
230523,Brazil,1,
230606,Turkey,1,
230697,England,1,
230794,Spain,1,
230839,Scotland,1,
230928,Germany,1,
230942,England,1,
230963,Brazil,1,
231028,Montenegro,1,
231063,New Zealand,1,8.0
231303,Republic of Ireland,1,
231342,Australia,1,
231383,Turkey,1,
231474,Portugal,1,
231488,Nigeria,1,
231535,England,1,
231814,Paraguay,1,
231840,Austria,1,
231926,Republic of Ireland,1,
231973,Honduras,1,
231979,Japan,1,
232017,Mexico,1,
232067,Argentina,1,
232090,Georgia,1,
232101,Mexico,1,
232106,England,1,
232116,France,1,
232332,United States,1,
232374,Japan,1,
232415,Japan,1,
232456,Japan,1,
232476,Japan,1,
232564,Japan,1,
232576,Japan,1,
232581,Brazil,1,
232624,Korea Republic,1,
232704,Japan,1,
232712,Argentina,1,
232785,Japan,1,
232817,Argentina,1,
232901,Saudi Arabia,1,
232907,Japan,1,
232916,Japan,1,
232922,Japan,1,
232926,Japan,1,
232929,Japan,1,
232963,Japan,1,
233012,Korea Republic,1,
233017,Korea Republic,1,
233051,England,1,
233056,Republic of Ireland,1,
233092,Argentina,1,
233172,Japan,1,
233214,Latvia,1,
233245,Republic of Ireland,1,
233315,England,1,
233397,Germany,1,
233445,Norway,1,
233602,England,1,
233869,Romania,1,
233892,Argentina,1,
233941,Wales,1,
233976,Brazil,1,
234039,England,1,
234072,Scotland,1,
234147,Portugal,1,
234155,Poland,1,
234177,England,1,
234207,Norway,1,
234222,Korea Republic,1,
234242,Republic of Ireland,1,
234260,England,1,
234286,Colombia,1,
234496,England,1,
234522,Denmark,1,
234631,Denmark,1,
234769,Spain,1,
234803,England,1,
234814,France,1,
234883,Poland,1,
234902,Switzerland,1,
234927,Canada,1,
234942,Germany,1,
234947,Turkey,1,
234991,Uganda,1,
235207,Germany,1,
235237,Germany,1,
235253,Germany,1,
235322,Romania,1,
235397,England,1,
235457,Norway,1,
235521,Spain,1,
235527,Ghana,1,
235626,United States,1,
235773,Antigua and Barbuda,1,
235815,Switzerland,1,
235885,France,1,
235931,Turkey,1,
236047,Finland,1,
236168,Brazil,1,
236196,Brazil,1,
236209,England,1,
236239,England,1,
236251,Uruguay,1,
236365,England,1,
236471,Norway,1,
236503,Romania,1,
236568,England,1,
236573,Spain,1,
236582,Bulgaria,1,
236800,Colombia,1,
236841,Mexico,1,
236939,Ecuador,1,
237102,Korea Republic,1,
237155,Côte d'Ivoire,1,
237160,England,1,
237206,Spain,1,
237215,United States,1,
237218,United States,1,
237350,Sweden,1,
237378,Romania,1,
237397,United States,1,
237443,Japan,1,
237497,Mexico,1,
237570,Croatia,1,
237576,Argentina,1,
237683,England,1,
237860,Scotland,1,
237924,Brazil,1,
237927,Republic of Ireland,1,
237935,Norway,1,
237943,England,1,
237959,France,1,
238005,Poland,1,
238059,England,1,
238060,England,1,
238065,Germany,1,
238070,England,1,
238079,Brazil,1,
238085,Turkey,1,
238103,China PR,1,
238114,Mexico,1,
238273,Romania,1,9.0
238286,Sweden,1,
238317,Brazil,1,
