sofifa_id,work_rate,overall,potential,pace,shooting,passing,dribbling,defending,physic,defending_sliding_tackle,skill_moves,weak_foot_points
262822,Low/Medium,64,74,62.0,31.0,50.0,43.0,62.0,76.0,64,2,3
262839,Medium/Medium,64,73,68.0,62.0,65.0,67.0,37.0,63.0,44,2,3
262842,High/Medium,64,83,73.0,54.0,63.0,71.0,51.0,54.0,49,3,4
262880,Medium/High,64,80,74.0,53.0,55.0,62.0,60.0,72.0,61,2,3
262927,Medium/Medium,64,64,66.0,62.0,62.0,64.0,61.0,70.0,54,2,3
262929,Medium/High,64,71,65.0,39.0,57.0,60.0,58.0,75.0,57,2,3
262938,Low/High,64,76,72.0,30.0,50.0,54.0,63.0,72.0,62,2,3
262955,Medium/High,64,66,57.0,33.0,45.0,44.0,62.0,75.0,61,2,3
263041,Medium/Medium,64,76,65.0,59.0,62.0,62.0,55.0,64.0,53,2,3
263131,High/Medium,64,66,72.0,43.0,54.0,54.0,57.0,62.0,67,3,2
263144,Medium/Medium,64,74,66.0,41.0,57.0,61.0,63.0,63.0,66,2,3
263164,Medium/Medium,64,67,74.0,64.0,58.0,63.0,29.0,56.0,23,2,3
263169,Medium/Medium,64,82,75.0,62.0,59.0,68.0,35.0,53.0,38,4,3
263233,Medium/Medium,64,75,76.0,40.0,55.0,64.0,58.0,60.0,58,3,3
263259,High/Medium,64,70,73.0,51.0,51.0,62.0,60.0,63.0,62,2,3
263365,High/Medium,64,68,77.0,51.0,55.0,70.0,33.0,57.0,21,2,3
263390,High/Medium,64,80,67.0,27.0,50.0,58.0,63.0,69.0,63,2,3
263477,Medium/Medium,64,71,66.0,22.0,38.0,36.0,65.0,68.0,64,2,3
263553,Medium/Low,64,68,71.0,68.0,64.0,61.0,26.0,61.0,21,2,4
263607,High/High,64,71,67.0,48.0,52.0,59.0,61.0,60.0,66,2,3
263637,Medium/Medium,64,80,72.0,40.0,63.0,68.0,60.0,59.0,68,2,3
263670,Medium/Medium,64,74,62.0,29.0,36.0,36.0,66.0,67.0,66,2,3
263725,Low/High,64,65,58.0,35.0,48.0,47.0,65.0,62.0,68,2,5
263823,Medium/High,64,82,66.0,56.0,62.0,66.0,60.0,64.0,58,2,3
263897,Low/Medium,64,72,63.0,35.0,47.0,52.0,65.0,69.0,64,2,2
263943,Medium/High,64,82,71.0,56.0,60.0,64.0,59.0,63.0,62,2,3
263944,Medium/Medium,64,67,65.0,39.0,57.0,59.0,61.0,63.0,62,2,3
263945,Medium/Medium,64,81,69.0,59.0,63.0,67.0,52.0,55.0,52,2,4
264008,High/Medium,64,69,68.0,34.0,48.0,59.0,63.0,58.0,72,2,2
264044,Medium/Medium,64,77,67.0,34.0,36.0,43.0,67.0,64.0,69,2,3
264105,Medium/High,64,75,56.0,32.0,48.0,49.0,64.0,72.0,64,2,3
264158,Medium/Medium,64,77,75.0,38.0,55.0,60.0,60.0,62.0,60,3,3
264195,Medium/Medium,64,73,59.0,71.0,48.0,61.0,25.0,55.0,21,3,3
264210,High/High,64,77,71.0,62.0,66.0,67.0,49.0,52.0,50,3,3
264230,Medium/Medium,64,78,65.0,59.0,62.0,65.0,32.0,50.0,33,4,3
264266,High/Medium,64,84,79.0,64.0,58.0,62.0,22.0,66.0,18,2,5
264267,High/High,64,76,62.0,58.0,59.0,62.0,60.0,63.0,54,2,2
264308,Medium/Medium,64,76,65.0,48.0,64.0,66.0,56.0,64.0,55,2,3
264322,Medium/Medium,64,78,82.0,58.0,56.0,67.0,35.0,46.0,35,3,3
264323,Medium/High,64,76,70.0,45.0,60.0,60.0,64.0,65.0,63,2,3
264387,Medium/Medium,64,77,62.0,67.0,52.0,53.0,29.0,68.0,24,2,3
264406,High/Medium,64,78,57.0,42.0,51.0,44.0,64.0,65.0,62,2,3
264414,Medium/Medium,64,75,63.0,37.0,56.0,58.0,63.0,67.0,63,2,3
264430,Medium/Medium,64,78,,,,,,,12,1,3
11381,Medium/Medium,63,63,,,,,,,17,1,2
29552,High/Low,63,63,31.0,67.0,74.0,62.0,36.0,48.0,34,3,3
111503,Medium/Medium,63,63,53.0,62.0,65.0,66.0,41.0,41.0,36,3,4
111590,Medium/Medium,63,63,71.0,59.0,64.0,64.0,53.0,65.0,54,3,3
155533,Medium/Medium,63,63,49.0,64.0,54.0,56.0,29.0,71.0,22,2,4
156478,Low/Medium,63,63,32.0,64.0,69.0,62.0,63.0,58.0,53,2,3
160204,Low/Medium,63,63,56.0,31.0,53.0,42.0,69.0,60.0,76,2,3
162512,Low/High,63,63,33.0,32.0,48.0,47.0,61.0,78.0,61,2,3
163254,Medium/Medium,63,63,35.0,29.0,50.0,54.0,62.0,74.0,62,2,2
165321,Medium/Medium,63,63,56.0,53.0,60.0,61.0,62.0,69.0,61,3,3
171923,High/High,63,63,59.0,57.0,63.0,63.0,61.0,67.0,60,2,3
172928,Medium/Low,63,63,51.0,59.0,65.0,62.0,55.0,63.0,53,3,4
173734,Medium/Medium,63,63,53.0,38.0,50.0,52.0,63.0,74.0,64,2,3
173836,High/Medium,63,63,76.0,61.0,57.0,66.0,30.0,65.0,23,3,3
173895,Medium/Medium,63,63,,,,,,,13,1,3
180352,High/High,63,63,61.0,58.0,61.0,63.0,55.0,71.0,54,3,3
180902,High/Low,63,63,49.0,65.0,41.0,58.0,22.0,66.0,16,2,3
181010,Medium/High,63,63,39.0,51.0,52.0,56.0,61.0,83.0,63,2,3
182156,Medium/High,63,63,50.0,53.0,58.0,56.0,60.0,70.0,60,2,3
182422,Medium/Medium,63,63,,,,,,,24,1,1
182451,Medium/Medium,63,63,,,,,,,9,1,2
182489,Medium/Medium,63,63,,,,,,,11,1,3
182761,Medium/Medium,63,63,,,,,,,11,1,3
182867,Medium/High,63,63,63.0,32.0,56.0,59.0,62.0,66.0,54,2,3
182883,High/High,63,63,75.0,63.0,54.0,64.0,38.0,60.0,22,2,3
183122,High/Medium,63,63,58.0,46.0,55.0,56.0,62.0,66.0,58,2,3
183829,Medium/Medium,63,63,70.0,45.0,60.0,64.0,57.0,59.0,55,2,2
183885,Medium/High,63,63,54.0,59.0,64.0,62.0,60.0,68.0,59,2,3
184148,Medium/Medium,63,64,,,,,,,12,1,2
185226,Medium/High,63,63,50.0,48.0,56.0,57.0,63.0,71.0,64,2,2
186112,Medium/Low,63,63,72.0,59.0,48.0,58.0,36.0,83.0,31,2,2
186117,Medium/Low,63,63,57.0,62.0,65.0,63.0,59.0,67.0,55,3,4
186126,Medium/Medium,63,63,51.0,57.0,64.0,64.0,59.0,61.0,58,2,3
186352,Medium/Medium,63,63,48.0,37.0,50.0,52.0,62.0,75.0,62,2,2
186488,Medium/Medium,63,63,,,,,,,8,1,2
186536,High/Medium,63,63,66.0,59.0,60.0,62.0,57.0,71.0,56,3,2
186884,Medium/High,63,63,68.0,46.0,54.0,59.0,60.0,75.0,57,2,3
187154,Medium/Medium,63,63,51.0,20.0,32.0,41.0,64.0,71.0,62,2,2
187837,High/Low,63,63,71.0,62.0,45.0,61.0,32.0,69.0,17,3,3
187857,Medium/Medium,63,63,,,,,,,13,1,3
188001,High/High,63,63,71.0,57.0,63.0,66.0,50.0,76.0,45,3,3
188970,Low/Medium,63,63,62.0,44.0,61.0,61.0,60.0,72.0,53,3,4
189208,Medium/Low,63,63,72.0,60.0,56.0,58.0,25.0,72.0,15,3,3
189217,High/Medium,63,63,82.0,60.0,63.0,66.0,55.0,67.0,55,3,4
189325,Medium/Medium,63,63,73.0,44.0,61.0,66.0,57.0,62.0,60,3,5
189695,Medium/Medium,63,63,69.0,60.0,63.0,65.0,41.0,52.0,42,3,3
189924,Medium/High,63,63,62.0,42.0,54.0,59.0,61.0,74.0,62,2,3
190239,High/Medium,63,63,80.0,60.0,50.0,62.0,33.0,77.0,42,3,3
190492,High/High,63,63,64.0,56.0,61.0,60.0,61.0,85.0,57,2,3
190625,Medium/Medium,63,63,68.0,53.0,59.0,65.0,58.0,54.0,59,2,3
190637,Low/High,63,63,34.0,39.0,49.0,39.0,62.0,78.0,60,2,3
190822,Medium/Medium,63,65,,,,,,,14,1,3
190826,Medium/Medium,63,63,51.0,40.0,57.0,56.0,64.0,61.0,64,2,3
191669,Medium/Medium,63,63,56.0,57.0,66.0,63.0,59.0,70.0,54,2,3
191827,Medium/Medium,63,63,,,,,,,19,1,3
191848,Medium/Medium,63,63,,,,,,,12,1,2
191871,Medium/High,63,63,53.0,55.0,66.0,62.0,56.0,74.0,51,2,3
191909,Medium/Low,63,63,72.0,62.0,51.0,60.0,32.0,68.0,22,2,4
192481,Medium/Medium,63,63,76.0,59.0,59.0,65.0,32.0,57.0,22,3,4
192496,Low/Medium,63,63,53.0,37.0,49.0,45.0,63.0,72.0,61,2,3
192611,High/High,63,63,51.0,55.0,62.0,60.0,62.0,71.0,59,2,3
192761,Medium/Medium,63,63,75.0,45.0,56.0,60.0,59.0,64.0,58,2,2
192765,Medium/Medium,63,63,68.0,32.0,55.0,53.0,61.0,62.0,60,2,3
192923,Medium/Medium,63,63,36.0,32.0,55.0,38.0,61.0,79.0,59,2,3
192989,Medium/High,63,63,71.0,47.0,59.0,63.0,59.0,75.0,62,2,3
193073,Low/High,63,63,34.0,26.0,39.0,38.0,61.0,84.0,62,2,2
193087,High/Medium,63,63,75.0,56.0,61.0,59.0,58.0,68.0,61,2,3
193608,High/High,63,63,62.0,60.0,60.0,64.0,61.0,79.0,62,3,5
193913,Medium/Medium,63,63,,,,,,,15,1,2
193957,High/Medium,63,63,77.0,58.0,58.0,65.0,57.0,62.0,58,3,3
194937,Medium/Medium,63,63,53.0,33.0,50.0,52.0,62.0,76.0,62,2,2
195124,High/High,63,63,81.0,58.0,56.0,64.0,38.0,66.0,36,3,3
195262,Medium/Medium,63,63,49.0,63.0,52.0,60.0,32.0,73.0,17,2,4
196883,Medium/Medium,63,63,64.0,23.0,50.0,52.0,61.0,73.0,56,2,2
196972,Low/Medium,63,63,35.0,37.0,48.0,45.0,60.0,77.0,60,2,3
197148,High/High,63,63,70.0,61.0,61.0,65.0,49.0,70.0,49,3,4
197226,Medium/Medium,63,63,76.0,65.0,61.0,64.0,40.0,62.0,35,3,5
198073,Low/Medium,63,63,50.0,39.0,38.0,43.0,64.0,71.0,63,2,3
198252,Medium/Medium,63,63,63.0,54.0,58.0,61.0,60.0,72.0,60,2,3
198604,Medium/Medium,63,63,64.0,57.0,60.0,64.0,60.0,70.0,59,3,3
198841,Medium/Medium,63,63,58.0,30.0,42.0,54.0,62.0,70.0,63,2,2
199010,Medium/High,63,63,49.0,37.0,49.0,49.0,62.0,77.0,60,2,2
199121,Medium/High,63,63,51.0,59.0,65.0,66.0,53.0,66.0,46,3,2
199294,Medium/Medium,63,63,67.0,48.0,58.0,57.0,58.0,67.0,56,2,3
199475,High/Low,63,63,71.0,57.0,62.0,67.0,56.0,61.0,59,3,3
199479,Medium/Medium,63,63,53.0,37.0,54.0,56.0,62.0,71.0,60,2,4
199498,Medium/Medium,63,63,78.0,58.0,59.0,65.0,44.0,62.0,34,3,3
199730,Medium/Medium,63,63,,,,,,,16,1,2
200086,Medium/Low,63,63,71.0,61.0,60.0,63.0,44.0,69.0,33,3,3
200197,High/Medium,63,63,56.0,65.0,56.0,60.0,37.0,59.0,27,3,4
200294,Medium/Low,63,63,68.0,61.0,66.0,65.0,45.0,64.0,36,3,3
200718,Medium/Medium,63,66,34.0,34.0,46.0,40.0,62.0,70.0,58,2,3
200731,Medium/Medium,63,63,40.0,26.0,39.0,45.0,60.0,81.0,60,2,3
200744,Medium/High,63,63,65.0,59.0,62.0,64.0,58.0,69.0,58,2,2
200812,Medium/Medium,63,63,62.0,53.0,55.0,57.0,62.0,76.0,62,2,3
200898,High/Medium,63,63,68.0,62.0,64.0,65.0,56.0,66.0,50,3,3
200953,Medium/Medium,63,63,78.0,61.0,59.0,63.0,39.0,69.0,57,3,3
200980,Medium/Medium,63,63,70.0,60.0,61.0,67.0,56.0,48.0,59,3,4
201026,Medium/Medium,63,63,39.0,37.0,49.0,41.0,61.0,74.0,63,2,3
201212,Medium/Medium,63,65,55.0,31.0,54.0,53.0,62.0,75.0,62,2,3
201364,Medium/Medium,63,63,77.0,31.0,50.0,55.0,58.0,72.0,59,2,3
202033,High/Medium,63,63,71.0,59.0,60.0,64.0,57.0,62.0,55,3,3
202117,Medium/Medium,63,64,82.0,49.0,52.0,58.0,56.0,73.0,55,2,4
202341,Medium/Medium,63,63,68.0,59.0,61.0,66.0,36.0,59.0,21,2,3
202465,High/High,63,63,67.0,60.0,63.0,63.0,59.0,70.0,59,3,4
202482,High/Medium,63,63,68.0,57.0,60.0,63.0,57.0,66.0,55,3,4
202492,Medium/Medium,63,63,62.0,42.0,57.0,54.0,63.0,69.0,59,2,3
202498,Medium/Medium,63,63,81.0,47.0,56.0,61.0,58.0,58.0,58,2,3
202526,High/Medium,63,63,68.0,62.0,58.0,65.0,27.0,67.0,20,3,3
202533,High/Medium,63,63,73.0,53.0,57.0,62.0,58.0,66.0,59,2,3
202551,Low/High,63,63,35.0,54.0,54.0,55.0,61.0,74.0,63,2,3
202949,Medium/Medium,63,63,73.0,52.0,57.0,63.0,57.0,68.0,56,3,4
203034,Medium/Medium,63,63,,,,,,,15,1,2
203092,High/Low,63,63,85.0,61.0,56.0,65.0,40.0,60.0,45,3,4
203338,High/Medium,63,63,72.0,39.0,55.0,61.0,59.0,65.0,61,2,2
203500,High/Medium,63,64,79.0,62.0,53.0,65.0,44.0,67.0,41,2,3
203575,Medium/Medium,63,63,77.0,45.0,58.0,46.0,58.0,72.0,55,2,3
204007,High/High,63,63,78.0,62.0,56.0,64.0,25.0,62.0,23,3,3
204098,Medium/Low,63,63,65.0,60.0,58.0,67.0,29.0,66.0,31,4,4
204175,Medium/Medium,63,63,68.0,40.0,51.0,56.0,61.0,72.0,60,2,2
204222,High/Medium,63,63,59.0,55.0,61.0,63.0,62.0,69.0,61,2,2
204725,Medium/Medium,63,64,,,,,,,12,1,3
205019,High/Medium,63,63,80.0,50.0,55.0,60.0,57.0,64.0,57,2,4
205393,Medium/Medium,63,65,63.0,40.0,51.0,55.0,62.0,71.0,62,2,4
205441,Medium/Medium,63,64,,,,,,,15,1,2
205582,High/Low,63,63,74.0,60.0,63.0,65.0,56.0,59.0,53,3,3
205586,Medium/Medium,63,63,81.0,62.0,48.0,62.0,33.0,61.0,18,2,2
205712,Medium/Low,63,63,82.0,59.0,58.0,66.0,46.0,52.0,46,4,4
205893,Medium/Medium,63,63,67.0,37.0,54.0,53.0,61.0,70.0,64,2,3
205903,Medium/High,63,63,69.0,53.0,61.0,61.0,59.0,61.0,59,2,3
205956,Medium/High,63,63,78.0,38.0,47.0,56.0,61.0,67.0,62,2,2
205972,High/Medium,63,63,73.0,61.0,52.0,62.0,25.0,62.0,12,2,3
206004,Medium/Medium,63,63,34.0,26.0,46.0,50.0,63.0,73.0,57,2,2
206081,High/Medium,63,65,78.0,45.0,53.0,61.0,59.0,65.0,58,2,3
206520,Medium/High,63,63,71.0,37.0,52.0,50.0,62.0,76.0,64,2,3
206558,Medium/Low,63,64,80.0,62.0,61.0,66.0,47.0,66.0,50,3,3
206598,Medium/Medium,63,63,71.0,64.0,61.0,68.0,42.0,55.0,35,3,2
207460,Medium/Medium,63,63,69.0,59.0,62.0,63.0,53.0,67.0,56,2,3
207499,Medium/Low,63,63,67.0,64.0,52.0,59.0,30.0,74.0,19,2,4
207558,Medium/Medium,63,63,69.0,61.0,62.0,61.0,50.0,63.0,46,3,3
207646,High/Medium,63,65,68.0,41.0,53.0,59.0,61.0,74.0,60,2,3
207809,Low/High,63,63,53.0,37.0,60.0,56.0,60.0,71.0,58,2,4
207902,Medium/High,63,63,61.0,61.0,59.0,60.0,43.0,65.0,38,3,3
207918,Medium/Low,63,63,69.0,63.0,47.0,58.0,31.0,76.0,15,2,4
208229,Medium/Medium,63,63,71.0,51.0,59.0,59.0,58.0,66.0,55,2,3
208304,High/Medium,63,63,70.0,60.0,65.0,69.0,42.0,52.0,32,3,4
208316,Low/Medium,63,63,60.0,65.0,68.0,63.0,49.0,61.0,49,2,3
208474,Low/High,63,63,45.0,37.0,55.0,51.0,64.0,67.0,62,2,2
208812,High/Medium,63,64,75.0,58.0,59.0,62.0,57.0,67.0,57,4,2
208852,High/Medium,63,63,71.0,62.0,56.0,66.0,47.0,68.0,44,3,4
209002,Medium/Medium,63,64,,,,,,,14,1,2
209075,Medium/Medium,63,63,65.0,55.0,59.0,61.0,61.0,62.0,61,2,3
209368,Medium/Medium,63,64,62.0,57.0,63.0,64.0,54.0,66.0,52,3,2
209413,Medium/High,63,63,33.0,49.0,55.0,50.0,61.0,80.0,51,2,3
209493,Medium/Medium,63,65,67.0,28.0,44.0,50.0,62.0,71.0,63,2,2
209526,High/Medium,63,64,64.0,55.0,63.0,63.0,58.0,58.0,61,3,3
209565,Medium/High,63,63,60.0,41.0,55.0,61.0,61.0,73.0,57,2,3
209975,Medium/Medium,63,63,74.0,59.0,64.0,67.0,51.0,68.0,43,3,3
210113,Medium/Medium,63,64,63.0,53.0,64.0,63.0,61.0,69.0,61,2,3
210249,Medium/Medium,63,63,68.0,55.0,58.0,60.0,59.0,70.0,58,2,3
210352,High/Medium,63,64,68.0,38.0,55.0,57.0,59.0,64.0,60,2,3
210392,High/Medium,63,66,78.0,50.0,57.0,62.0,58.0,66.0,59,3,3
210509,Medium/Medium,63,63,,,,,,,19,1,2
210762,Medium/Medium,63,65,68.0,33.0,49.0,58.0,60.0,58.0,61,2,3
210773,Medium/Medium,63,64,72.0,53.0,58.0,65.0,46.0,56.0,44,3,3
210924,Medium/Medium,63,63,57.0,46.0,55.0,61.0,59.0,72.0,59,2,3
211019,Medium/Medium,63,63,66.0,57.0,64.0,64.0,42.0,58.0,44,3,3
211074,Medium/Medium,63,63,44.0,32.0,40.0,47.0,66.0,61.0,62,2,3
211105,Medium/Medium,63,65,,,,,,,15,1,2
211227,Medium/High,63,63,57.0,48.0,57.0,60.0,63.0,62.0,63,2,3
211395,Medium/Low,63,63,62.0,62.0,58.0,62.0,52.0,67.0,53,3,3
211434,Medium/Medium,63,63,54.0,33.0,48.0,44.0,64.0,73.0,60,2,3
211607,High/Medium,63,66,62.0,57.0,65.0,67.0,57.0,63.0,55,3,4
211618,High/Medium,63,63,75.0,59.0,57.0,65.0,36.0,59.0,38,2,4
211622,Medium/High,63,64,57.0,25.0,46.0,47.0,64.0,67.0,63,2,2
211900,Medium/Medium,63,63,54.0,27.0,46.0,39.0,62.0,75.0,63,2,3
212146,Medium/Medium,63,63,72.0,57.0,59.0,63.0,25.0,60.0,23,3,3
212167,High/Medium,63,68,86.0,58.0,55.0,65.0,31.0,63.0,24,3,3
212175,Medium/Medium,63,63,,,,,,,13,1,3
212450,High/Low,63,63,83.0,59.0,58.0,63.0,22.0,48.0,16,3,4
212511,High/Medium,63,63,72.0,36.0,52.0,59.0,59.0,72.0,62,2,3
212535,Medium/Medium,63,64,65.0,26.0,49.0,52.0,62.0,74.0,57,2,2
212560,Medium/Medium,63,65,,,,,,,19,1,2
212682,Medium/Medium,63,68,69.0,51.0,58.0,63.0,60.0,68.0,60,2,3
212782,High/High,63,67,69.0,50.0,61.0,64.0,61.0,75.0,58,3,3
212792,Low/High,63,63,71.0,24.0,48.0,61.0,60.0,68.0,65,2,4
212805,Medium/Medium,63,63,59.0,45.0,54.0,56.0,60.0,79.0,56,2,3
213009,Medium/Low,63,64,72.0,66.0,58.0,65.0,37.0,63.0,20,3,3
213093,Medium/Medium,63,63,64.0,47.0,58.0,55.0,58.0,76.0,58,2,3
213151,Medium/Medium,63,66,71.0,50.0,57.0,59.0,58.0,71.0,58,2,3
213283,Medium/Medium,63,63,,,,,,,14,1,3
213305,Low/Medium,63,63,50.0,64.0,55.0,57.0,25.0,67.0,13,2,2
213434,Low/Low,63,64,80.0,61.0,61.0,66.0,45.0,65.0,43,3,3
213483,Medium/Medium,63,63,,,,,,,11,1,2
213571,High/Medium,63,63,76.0,56.0,56.0,62.0,59.0,73.0,61,2,3
213663,High/Medium,63,67,79.0,33.0,51.0,67.0,56.0,64.0,57,3,3
213686,High/High,63,66,73.0,37.0,55.0,61.0,58.0,64.0,59,2,3
213687,Medium/Medium,63,63,69.0,43.0,54.0,58.0,59.0,70.0,59,2,3
213835,High/Medium,63,64,76.0,57.0,57.0,61.0,56.0,73.0,56,3,3
213855,Medium/Medium,63,64,66.0,31.0,50.0,54.0,63.0,67.0,61,2,3
213869,High/Medium,63,63,69.0,61.0,60.0,61.0,37.0,51.0,31,2,4
214287,Medium/Medium,63,64,57.0,23.0,49.0,51.0,64.0,70.0,68,2,2
214634,Medium/Medium,63,64,67.0,54.0,62.0,63.0,60.0,72.0,58,2,2
214755,Medium/Medium,63,63,74.0,58.0,64.0,64.0,41.0,55.0,53,3,3
215130,Medium/Medium,63,63,,,,,,,12,1,2
215494,High/Medium,63,66,82.0,56.0,57.0,63.0,43.0,54.0,42,3,4
215562,High/Medium,63,63,76.0,33.0,55.0,64.0,56.0,62.0,58,2,5
215584,High/Medium,63,63,69.0,55.0,57.0,59.0,59.0,66.0,60,3,3
215601,Medium/Low,63,63,65.0,63.0,63.0,62.0,35.0,66.0,28,3,2
215657,Medium/Medium,63,63,52.0,42.0,49.0,46.0,62.0,73.0,58,2,2
215756,Medium/Medium,63,66,61.0,48.0,61.0,64.0,64.0,54.0,61,3,3
216264,Medium/Medium,63,66,,,,,,,13,1,3
216299,High/Medium,63,66,67.0,49.0,60.0,60.0,59.0,65.0,63,2,4
216322,High/Medium,63,64,81.0,61.0,54.0,63.0,29.0,53.0,24,3,3
216444,Medium/Medium,63,63,72.0,47.0,64.0,68.0,31.0,55.0,36,3,3
216478,Medium/Medium,63,67,,,,,,,16,1,2
216501,Medium/High,63,64,35.0,47.0,56.0,61.0,60.0,70.0,59,2,3
216620,High/High,63,63,75.0,54.0,61.0,61.0,53.0,59.0,52,2,4
216699,Medium/Medium,63,69,51.0,50.0,66.0,66.0,44.0,56.0,49,3,3
216795,Medium/Low,63,66,77.0,63.0,48.0,63.0,27.0,64.0,21,2,3
216981,Low/Low,63,66,70.0,65.0,55.0,65.0,31.0,68.0,22,3,3
217191,Medium/High,63,63,66.0,47.0,57.0,59.0,60.0,71.0,60,2,4
217199,Medium/Medium,63,66,51.0,32.0,38.0,39.0,62.0,76.0,62,2,3
218212,Medium/Medium,63,67,,,,,,,13,1,3
218576,Low/Medium,63,65,55.0,31.0,37.0,39.0,63.0,71.0,62,2,2
218591,Medium/Medium,63,65,68.0,39.0,54.0,62.0,61.0,73.0,61,2,3
218731,Medium/Medium,63,65,57.0,38.0,49.0,56.0,63.0,66.0,64,2,3
218737,Low/Medium,63,63,64.0,41.0,58.0,61.0,62.0,70.0,61,3,3
218867,Medium/Medium,63,63,,,,,,,16,1,2
219133,High/Medium,63,63,87.0,63.0,58.0,67.0,58.0,73.0,60,3,3
219453,Medium/High,63,65,62.0,45.0,55.0,62.0,60.0,65.0,61,2,2
219486,Medium/High,63,66,67.0,46.0,53.0,57.0,60.0,76.0,60,2,2
219492,Medium/High,63,64,66.0,54.0,56.0,59.0,61.0,74.0,62,2,3
219518,Medium/Medium,63,63,76.0,57.0,67.0,67.0,48.0,56.0,39,3,2
219550,Medium/High,63,63,62.0,62.0,45.0,57.0,25.0,78.0,28,2,3
219643,Medium/Medium,63,67,,,,,,,12,1,3
219705,Medium/Medium,63,67,,,,,,,18,1,2
219774,Medium/Medium,63,69,68.0,54.0,59.0,67.0,35.0,39.0,40,3,3
220074,High/Low,63,67,62.0,64.0,49.0,58.0,29.0,66.0,13,2,4
220306,Medium/Medium,63,64,88.0,61.0,54.0,60.0,33.0,64.0,27,2,2
220531,Medium/High,63,65,47.0,34.0,48.0,48.0,62.0,71.0,63,2,2
220833,Medium/Medium,63,69,,,,,,,21,1,2
221106,Medium/Medium,63,63,67.0,57.0,64.0,64.0,56.0,73.0,55,3,4
221369,High/Medium,63,63,83.0,57.0,55.0,64.0,21.0,51.0,17,3,3
221373,Medium/Medium,63,63,69.0,61.0,53.0,60.0,36.0,74.0,35,2,3
221421,High/Low,63,63,71.0,61.0,60.0,61.0,30.0,61.0,21,2,2
221443,Medium/High,63,63,74.0,38.0,53.0,57.0,56.0,76.0,62,2,2
221475,Medium/High,63,63,56.0,58.0,60.0,60.0,65.0,77.0,65,2,3
221499,Medium/Medium,63,63,65.0,61.0,62.0,64.0,52.0,64.0,51,3,4
221534,Medium/Medium,63,65,57.0,56.0,62.0,61.0,61.0,71.0,60,2,3
221648,Medium/Medium,63,63,71.0,38.0,52.0,59.0,59.0,72.0,62,2,3
221766,Medium/High,63,67,71.0,48.0,60.0,66.0,60.0,61.0,54,3,3
221801,Medium/Medium,63,63,67.0,59.0,62.0,63.0,63.0,65.0,62,3,3
221831,Medium/Medium,63,63,67.0,58.0,61.0,65.0,44.0,66.0,35,3,3
221836,Medium/Medium,63,63,72.0,38.0,51.0,63.0,58.0,66.0,61,3,4
221845,Medium/Medium,63,64,,,,,,,11,1,3
221938,Medium/Medium,63,67,71.0,56.0,60.0,68.0,58.0,67.0,55,3,3
222183,Low/Medium,63,63,70.0,35.0,53.0,58.0,63.0,72.0,62,2,3
222209,Low/Medium,63,67,36.0,26.0,45.0,41.0,63.0,73.0,63,2,2
222582,Low/High,63,64,66.0,26.0,49.0,45.0,61.0,73.0,60,2,3
222583,Medium/High,63,68,72.0,55.0,58.0,60.0,59.0,69.0,60,2,3
222600,Medium/Medium,63,68,,,,,,,12,1,3
222654,Medium/Medium,63,67,71.0,61.0,49.0,61.0,44.0,68.0,37,2,2
222947,Low/High,63,63,58.0,27.0,41.0,46.0,62.0,75.0,62,2,2
223041,Medium/Medium,63,65,,,,,,,14,1,2
223180,Medium/High,63,64,66.0,44.0,54.0,57.0,59.0,71.0,58,2,2
223253,Medium/Medium,63,67,59.0,27.0,46.0,56.0,64.0,65.0,63,2,2
223305,Medium/Low,63,66,73.0,59.0,58.0,65.0,29.0,57.0,22,3,2
223650,High/Medium,63,68,73.0,41.0,55.0,63.0,57.0,63.0,57,2,2
223663,Medium/Medium,63,66,80.0,57.0,57.0,63.0,46.0,56.0,50,3,3
223744,High/Medium,63,63,70.0,59.0,61.0,66.0,56.0,52.0,53,3,3
223760,Medium/Medium,63,66,,,,,,,17,1,1
223851,Medium/High,63,63,66.0,51.0,61.0,63.0,56.0,64.0,56,2,3
223902,Medium/Medium,63,63,65.0,56.0,62.0,68.0,54.0,53.0,52,3,4
224055,Medium/Medium,63,63,73.0,47.0,54.0,59.0,59.0,64.0,62,2,3
224068,Medium/Medium,63,64,,,,,,,15,1,2
224188,Medium/Medium,63,63,68.0,46.0,55.0,61.0,58.0,63.0,60,2,3
224311,High/High,63,64,70.0,59.0,56.0,61.0,62.0,78.0,58,2,4
224324,Medium/Medium,63,67,74.0,59.0,51.0,58.0,26.0,71.0,22,2,3
224421,Medium/Medium,63,66,65.0,45.0,55.0,56.0,62.0,72.0,61,2,3
224426,Low/Medium,63,66,48.0,29.0,43.0,47.0,64.0,65.0,68,2,3
224433,Medium/Medium,63,65,59.0,28.0,52.0,54.0,63.0,71.0,63,2,3
224525,Medium/Medium,63,65,78.0,59.0,58.0,64.0,35.0,58.0,32,3,3
224597,High/Medium,63,66,72.0,61.0,60.0,63.0,34.0,68.0,23,3,4
224616,Medium/High,63,63,77.0,60.0,55.0,60.0,44.0,69.0,43,3,3
224761,Medium/Medium,63,68,,,,,,,13,1,2
225053,Medium/Medium,63,72,75.0,47.0,56.0,61.0,56.0,77.0,52,2,4
225075,Medium/Medium,63,64,69.0,63.0,59.0,65.0,29.0,69.0,23,3,3
225280,Medium/Medium,63,68,,,,,,,16,1,3
