sofifa_id,preferred_foot,body_type,age,height_cm,weight_kg
216540,Right,Normal (185+),24,192,80
216698,Left,Normal (170-185),29,174,70
216709,Right,Lean (185+),32,185,80
216836,Right,Normal (170-185),29,178,69
217140,Right,Lean (170-185),25,183,70
217160,Left,Lean (170-185),29,177,64
217332,Left,Stocky (185+),26,193,95
218467,Left,Lean (170-185),33,184,72
218633,Right,Normal (185+),26,186,77
218863,Right,Normal (185+),28,194,86
219449,Right,Normal (170-185),25,178,79
219551,Right,Lean (185+),25,192,74
219845,Right,Normal (170-185),27,178,73
220127,Right,Normal (185+),31,190,83
220143,Right,Normal (170-185),29,177,74
220385,Right,Normal (185+),27,191,80
220422,Right,Lean (170-185),29,172,64
220532,Right,Normal (185+),25,190,82
220558,Left,Lean (170-185),27,181,76
220579,Right,Lean (170-185),26,179,66
220605,Right,Lean (170-185),25,177,71
220742,Right,Lean (170-185),32,180,72
220894,Right,Normal (170-185),24,173,76
220964,Right,Normal (170-185),25,176,72
221141,Left,Normal (185+),25,193,85
221270,Right,Normal (170-185),27,175,68
221477,Right,Normal (185+),29,186,77
221498,Left,Stocky (170-185),28,178,73
221651,Left,Lean (170-185),29,177,69
221656,Right,Lean (170-185),28,183,79
221789,Right,Normal (170-185),29,183,76
221850,Right,Lean (185+),28,187,81
221859,Left,Normal (170-185),28,180,78
221864,Right,Lean (185+),28,186,78
221961,Left,Normal (170-),27,170,65
221976,Right,Normal (170-185),32,178,82
221989,Left,Normal (170-185),27,183,77
222052,Left,Lean (170-185),27,182,68
222197,Left,Normal (170-),30,166,65
222221,Right,Normal (185+),27,190,80
222229,Left,Normal (185+),29,185,84
222236,Left,Normal (170-185),31,178,75
222256,Right,Normal (170-185),24,178,67
222337,Right,Lean (185+),30,188,77
222379,Right,Normal (170-185),24,184,78
222380,Right,Lean (170-185),27,176,72
222405,Right,Lean (170-185),25,175,75
222435,Right,Stocky (170-185),28,181,81
222466,Left,Lean (170-185),25,182,74
222477,Right,Lean (170-185),23,173,60
222574,Right,Normal (170-185),31,173,66
222639,Right,Normal (185+),24,187,73
222829,Right,Normal (185+),24,188,89
222848,Right,Stocky (170-185),25,183,70
223004,Right,Lean (170-185),29,180,72
223044,Left,Normal (185+),32,187,80
223073,Right,Normal (170-185),32,178,69
223080,Left,Lean (170-185),30,184,73
223095,Right,Lean (170-),26,170,69
223151,Right,Normal (170-185),23,182,74
223186,Right,Lean (170-185),25,177,67
223265,Right,Normal (185+),27,188,79
223306,Left,Lean (185+),27,192,78
223369,Right,Normal (170-185),27,173,68
223381,Left,Normal (185+),30,188,72
223501,Left,Normal (170-185),25,182,76
223506,Right,Normal (185+),27,186,80
223599,Right,Normal (170-185),24,172,72
223670,Left,Normal (185+),27,188,77
223731,Right,Normal (170-185),29,184,70
223810,Right,Normal (170-185),25,180,75
223868,Right,Normal (170-185),24,183,79
223933,Right,Lean (185+),24,197,87
223969,Right,Normal (170-185),25,175,68
224130,Right,Normal (185+),25,193,72
224297,Left,Normal (170-185),24,183,73
224418,Right,Lean (185+),25,186,76
224447,Right,Normal (170-185),25,178,74
224515,Right,Normal (170-185),25,184,76
224518,Left,Normal (170-185),26,180,68
224543,Right,Normal (185+),24,188,82
224669,Left,Lean (170-185),31,180,72
224777,Right,Lean (170-185),25,180,72
224793,Right,Lean (170-185),24,181,75
224798,Right,Lean (170-185),26,175,63
224870,Left,Normal (170-185),28,178,82
225019,Right,Normal (170-185),24,181,74
225128,Left,Stocky (170-185),27,174,74
225133,Right,Normal (170-185),25,180,75
225213,Right,Normal (185+),29,197,92
225279,Right,Lean (185+),25,185,64
225337,Left,Lean (170-185),25,177,70
225376,Right,Normal (170-185),32,182,80
225509,Right,Lean (185+),24,185,74
225561,Left,Lean (170-185),25,180,67
225694,Right,Normal (170-185),25,183,71
225730,Right,Lean (185+),33,187,77
225735,Right,Stocky (170-185),26,178,82
225858,Right,Lean (185+),24,191,81
225864,Right,Lean (170-185),25,182,73
225867,Right,Stocky (170-185),23,178,63
225876,Left,Normal (170-185),36,180,77
225910,Right,Normal (170-185),25,184,81
226040,Right,Lean (170-185),31,171,66
226041,Right,Lean (170-185),32,177,73
226084,Right,Lean (185+),24,188,75
226114,Right,Normal (185+),26,203,84
226116,Left,Normal (185+),24,193,87
226127,Right,Lean (185+),26,188,80
226139,Right,Normal (170-185),26,178,75
226197,Right,Normal (170-185),27,179,72
226206,Right,Normal (170-185),25,180,75
226261,Right,Lean (170-185),23,173,64
226447,Left,Lean (170-185),31,183,80
226459,Left,Lean (170-185),24,179,72
226540,Right,Normal (170-185),26,178,73
226633,Left,Lean (170-185),23,181,72
226651,Right,Lean (170-185),28,182,65
226654,Left,Stocky (170-185),26,178,74
226714,Right,Normal (170-185),29,178,73
226716,Right,Lean (170-),24,169,68
226801,Right,Lean (185+),29,193,84
227148,Right,Normal (185+),23,185,78
227446,Right,Normal (185+),30,185,90
227498,Right,Normal (170-185),26,181,78
227764,Left,Lean (170-185),23,177,73
227837,Right,Normal (170-185),25,183,82
227909,Right,Normal (185+),28,191,82
227947,Left,Normal (170-185),23,176,73
227953,Right,Normal (170-),25,168,68
228091,Right,Lean (185+),24,187,77
228153,Left,Normal (170-185),22,178,68
228207,Right,Lean (170-185),31,182,71
228261,Right,Normal (185+),30,188,76
228305,Right,Lean (170-185),24,175,74
228363,Left,Lean (185+),24,187,76
228376,Right,Normal (185+),24,186,79
228431,Right,Normal (170-185),24,183,83
228464,Right,Normal (185+),28,187,78
228519,Right,Lean (170-185),23,182,67
228638,Right,Lean (170-185),24,182,67
228685,Right,Normal (170-185),24,174,74
228744,Right,Normal (170-185),24,172,75
228834,Right,Normal (170-185),24,174,69
228845,Right,Normal (170-185),31,183,75
228870,Right,Lean (185+),24,193,74
228928,Right,Normal (185+),24,188,76
229019,Right,Lean (170-185),24,180,75
229036,Left,Normal (185+),27,186,79
229052,Right,Normal (185+),28,190,85
229123,Right,Normal (170-185),24,177,80
229161,Left,Lean (170-185),32,177,67
229225,Left,Normal (185+),25,193,88
229504,Right,Normal (170-185),24,181,80
229724,Right,Normal (170-185),25,183,87
229743,Right,Lean (185+),25,189,85
229756,Right,Lean (185+),25,188,78
229771,Right,Lean (185+),23,185,75
229865,Right,Normal (170-185),25,171,62
229981,Right,Lean (185+),24,191,78
230126,Left,Lean (170-185),26,180,72
230140,Right,Normal (185+),23,187,87
230236,Right,Normal (170-185),25,176,72
230303,Right,Normal (170-185),25,172,69
230403,Right,Normal (185+),25,187,83
230412,Right,Normal (170-185),25,177,75
230523,Left,Normal (170-185),33,177,72
230606,Right,Normal (170-185),24,184,77
230697,Left,Normal (170-185),24,178,73
230794,Right,Normal (170-),25,168,63
230839,Left,Stocky (185+),24,190,72
230928,Right,Normal (185+),28,192,82
230942,Right,Lean (185+),23,187,76
230963,Right,Normal (185+),26,186,85
231028,Right,Normal (185+),23,195,76
231063,Left,Stocky (170-185),24,173,72
231303,Right,Normal (185+),28,189,81
231342,Right,Normal (185+),27,186,80
231383,Right,Normal (185+),25,193,86
231474,Right,Lean (185+),25,185,80
231488,Right,Normal (170-185),29,183,82
231535,Left,Normal (185+),24,189,73
231814,Right,Lean (170-185),31,180,66
231840,Right,Lean (170-185),22,175,69
231926,Left,Normal (170-185),23,175,65
231973,Left,Normal (170-185),23,180,77
231979,Right,Normal (170-),27,170,63
232017,Left,Normal (170-185),28,183,79
232067,Right,Normal (170-185),31,172,65
232090,Right,Lean (185+),26,186,75
232101,Right,Lean (170-185),24,183,75
232106,Right,Normal (170-185),22,181,75
232116,Right,Lean (170-),25,170,67
232332,Right,Normal (185+),29,188,85
232374,Right,Lean (170-185),33,172,71
232415,Right,Normal (170-185),30,174,70
232456,Right,Normal (170-185),31,183,78
232476,Right,Normal (170-185),24,178,70
232564,Right,Normal (185+),30,191,87
232576,Right,Lean (170-185),32,180,70
232581,Left,Normal (170-185),28,184,84
232624,Right,Normal (170-185),30,181,72
232704,Right,Normal (170-185),23,184,76
232712,Right,Normal (170-185),24,171,68
232785,Right,Lean (170-185),27,178,75
232817,Right,Normal (170-185),25,183,80
232901,Right,Lean (170-185),23,183,68
232907,Right,Normal (170-185),36,174,67
232916,Right,Lean (170-),28,170,65
232922,Right,Lean (170-185),27,176,68
232926,Right,Normal (170-185),34,182,79
232929,Right,Normal (170-185),32,175,67
232963,Right,Lean (170-185),27,171,74
233012,Right,Normal (185+),26,187,76
233017,Right,Normal (170-185),23,183,80
233051,Right,Normal (170-185),21,176,72
233056,Right,Normal (170-185),25,182,74
233092,Left,Normal (170-185),22,181,73
233172,Left,Lean (170-185),32,173,71
233214,Right,Normal (185+),26,187,82
233245,Right,Lean (170-185),24,175,70
233315,Right,Lean (185+),24,190,79
233397,Right,Normal (170-185),23,180,75
233445,Left,Normal (185+),25,185,75
233602,Right,Normal (185+),22,191,81
233869,Left,Lean (185+),33,188,80
233892,Right,Normal (185+),22,185,71
233941,Left,Normal (170-185),22,178,66
233976,Right,Normal (185+),25,185,81
234039,Right,Stocky (170-185),22,181,73
234072,Right,Stocky (170-185),22,178,76
234147,Right,Normal (170-185),23,180,74
234155,Right,Normal (170-185),22,178,68
234177,Right,Normal (170-185),22,180,76
234207,Left,Normal (170-185),21,174,65
234222,Right,Normal (170-185),22,178,73
234242,Right,Lean (170-185),23,184,70
234260,Right,Normal (170-185),23,183,73
234286,Right,Lean (170-185),23,175,65
234496,Left,Normal (185+),27,190,80
234522,Right,Normal (170-185),21,183,75
234631,Right,Normal (185+),24,188,85
234769,Right,Normal (170-185),25,184,77
234803,Right,Normal (185+),22,188,76
234814,Right,Normal (185+),23,188,82
234883,Right,Lean (170-),25,166,64
234902,Right,Normal (170-185),24,183,80
234927,Left,Lean (170-185),25,175,66
234942,Right,Normal (170-185),23,180,75
234947,Left,Normal (170-185),27,184,77
234991,Right,Normal (170-185),23,174,72
235207,Left,Lean (185+),25,191,79
235237,Right,Normal (185+),25,191,85
235253,Right,Normal (170-185),24,174,73
235322,Left,Lean (170-),32,170,71
235397,Right,Lean (170-185),25,180,78
235457,Right,Lean (185+),30,190,84
235521,Right,Lean (170-185),23,182,73
235527,Left,Lean (170-185),24,172,73
235626,Left,Lean (170-185),27,175,75
235773,Right,Normal (170-185),23,178,75
235815,Right,Lean (185+),22,185,76
235885,Right,Normal (170-),24,166,60
235931,Right,Lean (185+),24,192,80
236047,Right,Normal (170-185),31,179,79
236168,Right,Lean (170-),21,168,64
236196,Right,Normal (170-185),29,181,75
236209,Left,Lean (170-185),22,177,71
236239,Right,Normal (185+),22,189,84
236251,Left,Normal (170-185),31,180,70
236365,Left,Normal (170-185),24,177,78
236471,Right,Lean (170-185),23,175,69
236503,Left,Lean (170-185),31,179,68
236568,Right,Lean (185+),22,188,75
236573,Right,Normal (185+),26,185,82
236582,Right,Lean (170-185),29,181,74
236800,Right,Lean (170-185),22,179,66
236841,Left,Lean (170-185),25,172,70
236939,Left,Normal (185+),27,186,79
237102,Right,Normal (170-185),25,179,79
237155,Left,Lean (170-185),22,179,64
237160,Right,Normal (185+),22,188,80
237206,Right,Normal (170-185),26,181,75
237215,Right,Normal (185+),26,196,92
237218,Right,Normal (170-),26,170,68
237350,Right,Normal (170-185),29,176,71
237378,Right,Lean (170-185),22,178,71
237397,Right,Normal (185+),30,188,86
237443,Right,Normal (185+),31,190,92
237497,Right,Normal (170-185),24,173,71
237570,Left,Normal (185+),24,197,92
237576,Right,Normal (170-185),26,179,83
237683,Right,Lean (170-185),23,178,70
237860,Left,Normal (170-185),22,175,75
237924,Right,Normal (170-185),24,184,80
237927,Left,Lean (185+),21,194,83
237935,Left,Normal (185+),20,189,76
237943,Right,Normal (185+),26,188,80
237959,Right,Normal (170-185),28,180,71
238005,Right,Normal (170-185),29,181,73
238059,Left,Lean (170-),22,168,63
238060,Left,Lean (185+),22,188,75
238065,Right,Normal (170-185),22,184,83
238070,Right,Lean (185+),21,186,79
238079,Right,Normal (170-185),24,177,72
238085,Left,Lean (170-185),23,177,73
238103,Right,Stocky (185+),26,187,80
238114,Left,Lean (170-185),22,179,69
238273,Right,Lean (170-185),20,183,75
238286,Right,Lean (170-185),23,183,71
238317,Right,Normal (185+),25,186,80
238363,Right,Lean (170-185),25,182,76
238458,Right,Normal (185+),22,187,82
238587,Right,Lean (170-185),24,181,81
238598,Left,Normal (170-185),29,181,75
238629,Right,Lean (185+),24,188,72
238636,Left,Lean (185+),24,185,78
238642,Right,Lean (185+),27,186,83
238649,Right,Stocky (185+),31,188,84
238686,Right,Normal (185+),29,186,77
238802,Right,Normal (170-185),29,178,74
238902,Right,Lean (185+),31,185,74
238936,Right,Normal (170-),25,170,69
238961,Right,Lean (170-185),29,180,77
238970,Right,Normal (170-185),28,179,76
238990,Right,Normal (170-185),22,182,73
239003,Right,Lean (170-185),21,179,70
239410,Right,Normal (170-185),24,183,80
239545,Right,Normal (170-185),24,183,79
239634,Left,Lean (185+),23,187,78
239657,Right,Lean (185+),26,193,79
239902,Left,Normal (170-185),23,181,72
239957,Right,Normal (170-185),28,175,67
239977,Left,Lean (170-185),21,176,65
239989,Right,Lean (185+),23,185,78
239997,Right,Lean (185+),23,187,78
240008,Right,Stocky (185+),21,185,83
240123,Left,Lean (185+),21,189,83
240156,Right,Lean (170-185),24,176,68
240195,Left,Normal (185+),27,186,82
240227,Left,Lean (170-185),22,184,74
240317,Right,Lean (185+),22,186,80
240334,Left,Normal (185+),20,195,79
240335,Right,Normal (185+),27,190,85
240513,Left,Lean (185+),22,187,75
240530,Right,Lean (185+),24,188,85
240611,Right,Normal (170-185),21,175,63
240633,Left,Lean (185+),24,189,80
240664,Left,Normal (170-185),33,177,73
240669,Right,Normal (185+),21,187,89
240673,Right,Normal (170-185),22,180,73
240729,Left,Normal (170-185),23,179,68
240776,Right,Normal (185+),21,190,85
240777,Left,Normal (185+),22,187,76
240812,Right,Normal (170-185),22,184,76
240865,Right,Normal (170-185),22,175,66
240906,Left,Normal (170-185),22,175,70
240921,Right,Lean (170-185),23,172,70
240978,Right,Normal (170-185),22,180,73
240987,Right,Normal (185+),21,186,75
241102,Left,Normal (170-185),25,177,70
241120,Right,Normal (185+),21,187,73
241133,Right,Stocky (170-),34,170,76
241157,Left,Lean (170-185),22,181,72
241213,Right,Lean (170-185),23,177,71
241240,Left,Lean (170-),24,163,59
241379,Left,Lean (170-185),21,178,75
241404,Right,Stocky (170-185),31,180,83
241415,Right,Lean (185+),22,187,68
241435,Right,Normal (170-185),21,175,72
241462,Right,Normal (170-185),24,183,75
241646,Right,Lean (170-185),21,178,65
241648,Right,Normal (185+),31,190,86
241695,Right,Normal (170-185),22,175,71
241710,Left,Lean (185+),22,195,79
241793,Right,Lean (185+),27,185,79
241828,Right,Lean (170-185),21,180,66
241829,Right,Normal (185+),24,186,76
241848,Right,Lean (185+),24,193,83
241894,Left,Normal (185+),23,191,83
241935,Right,Normal (185+),25,186,80
241943,Right,Normal (170-185),23,178,72
241982,Right,Normal (170-185),21,175,72
242012,Left,Normal (170-185),26,182,75
242155,Right,Lean (170-185),25,178,72
242156,Right,Normal (170-185),22,173,70
242196,Left,Normal (170-185),21,180,73
242212,Right,Normal (170-185),27,180,67
242223,Right,Lean (185+),21,185,77
242240,Right,Lean (170-185),19,176,71
242260,Right,Lean (185+),23,194,80
242283,Right,Stocky (170-185),22,180,79
242325,Right,Normal (185+),24,191,88
242365,Right,Normal (170-185),21,176,75
242390,Right,Normal (185+),22,188,83
242402,Right,Lean (170-185),25,180,75
242405,Right,Lean (170-185),21,177,69
242423,Right,Lean (170-185),21,182,72
242424,Right,Normal (170-),22,165,63
242531,Right,Normal (170-),19,170,60
242560,Right,Normal (170-185),26,174,73
242562,Right,Normal (185+),22,188,80
242618,Left,Lean (170-185),28,177,70
242635,Right,Lean (185+),21,187,78
242690,Right,Normal (185+),22,191,78
242720,Right,Lean (185+),25,191,84
242755,Left,Normal (170-),21,170,66
242965,Right,Normal (185+),21,195,85
243246,Right,Normal (170-185),21,183,82
243286,Right,Normal (185+),26,188,85
243355,Left,Lean (170-185),22,178,72
243357,Right,Stocky (170-185),20,180,77
243360,Right,Stocky (170-185),21,180,80
243412,Right,Normal (170-185),23,182,73
243430,Right,Normal (170-185),22,178,70
243445,Right,Normal (170-185),21,183,78
243476,Right,Normal (185+),22,187,74
243532,Left,Lean (170-185),21,178,70
243585,Right,Lean (185+),19,189,78
243587,Right,Normal (185+),22,196,88
243620,Right,Normal (185+),22,188,79
243640,Right,Lean (170-185),20,175,67
243666,Right,Normal (170-185),22,180,73
243669,Right,Lean (170-185),21,183,68
243680,Right,Normal (170-185),23,172,61
243739,Left,Normal (185+),29,185,78
243842,Left,Lean (170-185),24,178,65
243876,Right,Normal (185+),21,186,79
243951,Right,Stocky (170-185),28,179,75
244026,Right,Normal (185+),27,186,80
244041,Right,Normal (170-185),21,182,80
244054,Right,Normal (170-),28,170,68
244089,Right,Lean (185+),22,191,84
244120,Right,Normal (185+),31,185,80
244142,Left,Normal (170-185),25,177,72
244181,Left,Lean (170-185),21,174,70
244250,Left,Normal (185+),24,191,87
244262,Right,Normal (185+),22,189,77
244403,Right,Lean (170-185),19,179,69
244415,Right,Normal (185+),29,188,79
244488,Right,Lean (170-185),20,178,79
244513,Right,Lean (170-),21,168,68
244589,Right,Normal (170-185),23,184,73
244634,Right,Stocky (185+),20,188,85
244684,Right,Normal (170-185),22,180,74
244688,Left,Stocky (170-185),27,183,81
244717,Left,Lean (170-185),21,183,73
244762,Left,Normal (185+),20,188,82
244795,Left,Normal (170-185),20,182,77
244807,Left,Normal (185+),27,188,88
244859,Right,Normal (185+),21,190,89
244867,Left,Normal (185+),19,194,82
244871,Right,Lean (170-185),21,177,66
244995,Left,Normal (170-185),33,183,78
245100,Right,Normal (185+),23,188,81
245129,Left,Lean (185+),23,185,78
245263,Right,Normal (170-185),26,178,71
245264,Right,Normal (185+),20,190,82
245268,Right,Lean (170-185),22,171,67
245274,Right,Lean (185+),20,190,79
245290,Right,Normal (170-185),22,179,78
245338,Right,Normal (170-185),20,181,67
245360,Right,Normal (170-),25,168,64
245390,Right,Lean (170-185),21,173,63
245393,Right,Lean (170-185),22,181,68
245402,Right,Stocky (170-185),25,175,70
245431,Left,Normal (185+),29,186,79
245539,Right,Normal (170-185),20,179,78
245613,Right,Normal (170-),22,170,66
245625,Right,Normal (170-185),22,176,70
245639,Right,Lean (170-185),21,180,75
245692,Left,Lean (170-),24,170,64
245750,Right,Normal (185+),22,192,89
245751,Right,Normal (185+),22,185,74
245756,Left,Lean (170-185),22,180,66
245809,Left,Normal (185+),23,186,83
245856,Right,Normal (170-185),21,180,77
245870,Left,Normal (170-185),19,178,71
245902,Right,Lean (185+),19,185,72
246061,Right,Normal (170-185),23,176,69
246099,Right,Lean (170-185),19,173,58
246143,Right,Lean (170-185),20,183,73
246229,Right,Lean (170-185),23,182,70
246295,Right,Lean (170-185),20,179,63
246297,Left,Normal (185+),21,188,81
246329,Right,Lean (170-185),22,181,74
246382,Right,Normal (170-185),26,172,65
246393,Right,Lean (170-185),35,183,67
246402,Right,Lean (170-185),20,178,74
246427,Right,Stocky (170-185),23,174,68
246451,Right,Lean (170-185),22,184,75
246546,Right,Normal (170-185),21,183,78
246560,Right,Normal (185+),25,186,83
246564,Left,Lean (185+),22,191,83
246595,Right,Normal (170-185),29,175,70
246656,Right,Lean (185+),21,191,83
246685,Left,Normal (170-185),21,180,70
246740,Right,Lean (170-185),20,184,73
246745,Left,Lean (170-185),21,173,74
246802,Right,Normal (170-185),26,180,80
246804,Right,Lean (170-185),24,178,72
246816,Left,Normal (170-185),21,173,69
246847,Right,Lean (170-185),23,182,78
246852,Right,Normal (170-185),20,182,72
246957,Left,Normal (170-185),19,174,70
246958,Right,Normal (185+),27,188,82
247021,Right,Normal (170-185),22,174,68
247062,Right,Normal (170-185),22,174,71
247068,Left,Normal (170-),26,167,56
247081,Left,Normal (170-185),21,172,69
247136,Right,Normal (170-185),21,178,73
247140,Right,Normal (170-185),21,178,76
247143,Right,Lean (185+),26,187,79
247195,Left,Lean (170-185),26,175,69
247325,Right,Stocky (170-185),17,182,75
247336,Right,Normal (170-185),21,175,70
247354,Right,Normal (170-185),23,178,75
247356,Right,Normal (170-185),29,180,82
247420,Right,Lean (170-),20,166,63
247459,Right,Stocky (185+),24,194,82
247463,Right,Normal (170-185),19,179,70
247479,Right,Normal (185+),20,185,82
247496,Right,Lean (170-),21,170,62
247506,Right,Lean (185+),22,193,83
247580,Right,Normal (170-),25,165,66
247658,Right,Lean (170-185),19,180,75
247730,Right,Lean (170-),20,170,65
247736,Right,Lean (185+),20,193,78
247754,Right,Normal (185+),22,185,82
247876,Right,Lean (170-185),19,184,70
247938,Left,Normal (170-185),26,181,74
247944,Right,Normal (185+),31,191,89
248010,Right,Normal (170-185),28,178,75
248011,Right,Normal (170-185),23,180,76
248052,Left,Lean (170-185),21,173,73
248147,Right,Lean (170-185),20,184,74
248171,Right,Lean (185+),21,185,75
248311,Left,Normal (185+),29,186,84
248405,Right,Normal (185+),20,194,70
248465,Left,Normal (170-185),19,173,57
248574,Right,Lean (170-185),20,175,68
248702,Right,Stocky (170-),29,165,69
248762,Left,Normal (185+),26,190,77
248821,Right,Lean (170-185),22,183,73
248824,Left,Normal (170-185),21,180,78
250765,Right,Lean (170-185),26,181,72
250790,Right,Normal (170-185),19,177,78
250822,Right,Lean (170-185),20,178,70
250825,Right,Normal (170-185),20,180,68
250850,Left,Normal (185+),24,192,84
250854,Right,Lean (170-185),20,183,75
250916,Right,Normal (185+),25,189,84
250932,Right,Normal (170-185),26,178,70
250955,Right,Lean (185+),21,186,77
251022,Right,Lean (170-185),23,177,73
251044,Right,Normal (170-185),29,171,71
251045,Right,Normal (170-185),28,174,72
251071,Right,Lean (170-185),20,179,70
251072,Left,Normal (170-185),20,172,63
251079,Right,Lean (170-),23,168,60
251258,Left,Normal (185+),22,194,85
251313,Right,Normal (170-185),22,179,74
251355,Right,Normal (185+),24,185,81
251376,Right,Lean (170-185),27,183,72
251400,Left,Normal (185+),24,187,79
251420,Right,Lean (185+),21,185,72
251435,Left,Normal (185+),23,186,82
251443,Right,Stocky (170-185),26,178,82
251449,Right,Normal (185+),21,188,80
251451,Right,Normal (185+),20,194,89
251501,Right,Lean (170-185),24,180,70
251534,Left,Normal (185+),22,190,85
251549,Right,Lean (170-),19,162,62
251581,Right,Lean (170-185),21,180,78
251630,Right,Lean (170-185),24,173,68
251634,Left,Lean (185+),24,188,69
251684,Right,Normal (185+),27,186,82
251690,Right,Lean (185+),20,185,77
251752,Right,Lean (185+),19,192,78
251757,Left,Lean (170-185),22,178,66
251764,Right,Normal (185+),23,191,90
251769,Right,Normal (170-185),24,180,75
251842,Left,Lean (170-185),22,173,66
251845,Right,Lean (170-185),20,184,72
251912,Right,Lean (185+),21,195,79
252045,Right,Normal (170-185),20,172,68
252052,Left,Normal (170-185),22,175,73
252169,Left,Normal (170-),20,167,65
252188,Left,Lean (170-185),24,180,74
252247,Right,Normal (170-185),24,180,76
252254,Left,Normal (170-185),22,178,70
252261,Right,Normal (170-185),21,175,70
252310,Right,Lean (170-185),22,184,78
252313,Right,Normal (170-185),22,180,75
252316,Right,Normal (185+),22,188,76
252382,Right,Normal (170-185),21,176,76
252442,Right,Lean (170-185),21,183,74
252456,Right,Lean (185+),27,185,76
252555,Right,Lean (170-185),20,173,65
252578,Right,Lean (170-185),22,182,70
252593,Left,Lean (170-185),21,175,67
252675,Right,Normal (185+),25,194,95
252773,Right,Normal (185+),19,198,87
252775,Right,Normal (170-185),24,178,73
252778,Right,Lean (170-185),27,174,71
252789,Right,Normal (185+),19,190,81
252801,Right,Normal (170-185),24,183,86
252925,Right,Normal (170-185),22,182,74
252936,Right,Lean (170-185),21,173,68
252994,Right,Lean (185+),18,190,73
253039,Right,Normal (185+),27,191,84
253145,Left,Normal (185+),21,189,83
253147,Left,Normal (170-185),27,184,78
253223,Right,Lean (170-185),23,182,72
253244,Right,Normal (170-185),39,181,76
253288,Right,Normal (185+),23,189,86
253303,Right,Normal (170-185),37,173,68
253313,Left,Lean (170-185),23,178,66
253433,Left,Stocky (170-185),20,181,69
253462,Right,Lean (170-185),20,183,72
253465,Right,Normal (170-185),19,183,78
253528,Right,Normal (170-185),39,173,79
253549,Right,Lean (170-185),24,174,73
253573,Right,Lean (170-185),28,179,66
253583,Right,Normal (170-185),30,182,85
253600,Right,Normal (170-185),33,171,71
253611,Right,Normal (170-185),28,178,78
253625,Left,Lean (170-185),29,175,68
253694,Right,Normal (170-185),24,180,73
253734,Right,Lean (185+),24,185,75
253817,Right,Normal (170-185),35,175,72
253841,Right,Normal (170-185),33,182,85
253904,Right,Normal (170-185),20,179,75
253923,Right,Stocky (170-185),30,171,74
254065,Right,Lean (185+),21,185,80
254117,Right,Lean (170-185),18,183,72
254123,Right,Normal (170-185),24,176,68
254136,Left,Lean (170-185),21,174,69
254143,Left,Stocky (185+),22,192,88
254179,Left,Lean (170-185),34,176,72
254181,Right,Stocky (170-185),32,180,76
254203,Left,Lean (170-185),21,182,76
254228,Right,Normal (170-185),22,181,82
254273,Right,Lean (170-185),20,178,74
254289,Right,Normal (170-185),23,183,74
254357,Left,Lean (170-185),25,172,70
254418,Right,Normal (170-),24,167,68
254447,Right,Stocky (170-),24,170,72
254464,Left,Normal (170-185),30,178,79
254556,Right,Lean (185+),19,189,74
254594,Left,Lean (170-185),22,177,64
254637,Left,Normal (170-185),26,172,68
254691,Right,Normal (185+),28,191,85
254723,Right,Normal (170-185),23,180,73
254739,Left,Normal (170-185),26,175,75
254770,Right,Normal (170-185),26,174,69
254787,Right,Lean (170-185),21,183,75
254788,Right,Normal (185+),22,190,78
254803,Right,Normal (185+),18,193,72
254898,Right,Lean (170-),25,170,66
254903,Right,Normal (170-185),29,182,77
254904,Right,Lean (170-185),28,172,65
254932,Left,Normal (170-185),26,183,80
255028,Right,Normal (170-185),24,178,70
255123,Right,Normal (185+),27,186,86
255217,Right,Normal (185+),20,185,79
255232,Right,Normal (185+),24,185,80
255254,Right,Normal (170-185),28,184,80
255258,Left,Normal (170-185),22,175,67
255274,Right,Normal (185+),26,187,79
255308,Right,Normal (185+),22,185,80
255314,Right,Lean (170-185),21,183,70
255333,Right,Lean (170-185),21,183,75
255445,Right,Lean (185+),20,187,73
255462,Right,Lean (170-185),22,177,67
255469,Left,Lean (170-),23,164,60
255516,Right,Normal (170-185),21,182,81
255557,Right,Lean (185+),20,189,75
255585,Left,Lean (170-185),25,183,75
255662,Right,Lean (170-185),21,172,65
255716,Right,Lean (170-185),24,177,60
255718,Right,Lean (170-185),21,178,75
255825,Right,Normal (170-185),20,180,77
255855,Right,Normal (170-),24,170,65
255906,Right,Normal (185+),20,189,78
255907,Right,Normal (170-185),26,180,74
255928,Left,Lean (170-185),19,175,75
255944,Right,Normal (170-185),23,177,74
255977,Left,Normal (185+),23,185,73
255995,Right,Lean (170-185),20,174,67
256059,Right,Normal (170-185),24,174,69
256065,Right,Normal (185+),21,188,88
256079,Right,Normal (170-185),19,178,73
256082,Right,Normal (170-185),19,181,74
256115,Left,Normal (170-185),19,184,79
256275,Right,Stocky (170-185),28,180,75
256276,Left,Normal (185+),27,186,71
256404,Right,Lean (170-185),22,184,77
256503,Left,Normal (170-),21,167,72
256518,Left,Normal (185+),22,185,75
256544,Right,Lean (170-185),19,182,72
256666,Right,Lean (185+),20,187,76
256697,Left,Lean (185+),20,187,70
256830,Left,Lean (170-185),19,176,63
256862,Right,Normal (170-185),19,183,74
256882,Right,Normal (170-185),20,184,75
256893,Right,Stocky (185+),21,191,86
256918,Right,Lean (170-185),19,177,63
256941,Left,Normal (185+),28,185,83
256949,Right,Lean (185+),20,185,73
